Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,Instructor,Date (MM DD),Location,Attribute
NR,18843,ARTS,212,501,CS,3,LIFE DRAWING(Syllabus),W,01:50 pm to 04:45 pm,18,17,1,Laurie J. Lisonbee,01 17 to 05 08,ARCA 119,N A
NR,14141,ARTS,212,502,CS,3,LIFE DRAWING(Syllabus),M,05:45 pm to 06:35 pm,18,15,3,Laurie J. Lisonbee(P),01 17 to 05 08,ARCA 119,N A
NR,14141,ARTS,212,502,CS,3,LIFE DRAWING(Syllabus),M,06:36 pm to 08:40 pm,18,15,3,Laurie J. Lisonbee,01 17 to 05 08,ARCA 119,N A
NR,14141,ARTS,212,502,CS,3,LIFE DRAWING(Syllabus),W,05:45 pm to 08:40 pm,18,15,3,Laurie J. Lisonbee,01 17 to 05 08,ARCA 119,N A
C,14542,ARTS,212,503,CS,3,LIFE DRAWING(Syllabus),T,09:35 am to 10:25 am,18,23, to 5,Nathan C. Madrid(P),01 17 to 05 08,ARCA 119,N A
C,14542,ARTS,212,503,CS,3,LIFE DRAWING(Syllabus),T,10:26 am to 12:30 pm,18,23, to 5,Nathan C. Madrid,01 17 to 05 08,ARCA 119,N A
C,14542,ARTS,212,503,CS,3,LIFE DRAWING(Syllabus),R,09:35 am to 12:30 pm,18,23, to 5,Nathan C. Madrid,01 17 to 05 08,ARCA 119,N A
C,21197,ARTS,212,504,CS,3,LIFE DRAWING(Syllabus),T,12:45 pm to 01:35 pm,18,26, to 8,Nathan C. Madrid(P),01 17 to 05 08,ARCA 119,N A
C,21197,ARTS,212,504,CS,3,LIFE DRAWING(Syllabus),T,01:36 pm to 03:40 pm,18,26, to 8,Nathan C. Madrid,01 17 to 05 08,ARCA 119,N A
C,21197,ARTS,212,504,CS,3,LIFE DRAWING(Syllabus),R,12:45 pm to 03:40 pm,18,26, to 8,Nathan C. Madrid,01 17 to 05 08,ARCA 119,N A
C,23059,ARTS,303,501,CS,3,GRAPHIC DESIGN I(Syllabus),MW,08:00 am to 08:50 am,18,23, to 5,Anatol Bologan(P),01 17 to 05 08,ARCC 110,N A
C,23059,ARTS,303,501,CS,3,GRAPHIC DESIGN I(Syllabus),MW,08:51 am to 09:40 am,18,23, to 5,Anatol Bologan,01 17 to 05 08,ARCC 110,N A
C,23059,ARTS,303,501,CS,3,GRAPHIC DESIGN I(Syllabus),F,08:00 am to 09:40 am,18,23, to 5,Anatol Bologan,01 17 to 05 08,ARCC 110,N A
C,18150,ARTS,303,502,CS,3,GRAPHIC DESIGN I(Syllabus),MW,04:10 pm to 05:00 pm,18,18,0,Gavin S. Braman(P),01 17 to 05 08,ARCC 110,N A
C,18150,ARTS,303,502,CS,3,GRAPHIC DESIGN I(Syllabus),MW,05:01 pm to 06:40 pm,18,18,0,Gavin S. Braman,01 17 to 05 08,ARCC 110,N A
C,21198,ARTS,303,503,CS,3,GRAPHIC DESIGN I(Syllabus),MW,10:20 am to 12:00 pm,18,25, to 7,Anatol Bologan,01 17 to 05 08,ARCC 110,N A
C,21198,ARTS,303,503,CS,3,GRAPHIC DESIGN I(Syllabus),MW,12:01 pm to 12:35 pm,18,25, to 7,Anatol Bologan(P),01 17 to 05 08,ARCC 110,N A
NR,14142,ARTS,304,500,CS,3,GRAPHIC DESIGN II(Syllabus),TR,02:20 pm to 03:10 pm,18,14,4,Sherman S. Finch(P),01 17 to 05 08,ARCC 110,N A
NR,14142,ARTS,304,500,CS,3,GRAPHIC DESIGN II(Syllabus),TR,03:11 pm to 04:50 pm,18,14,4,Sherman S. Finch,01 17 to 05 08,ARCC 110,N A
C,18261,ARTS,305,501,CS,3,PAINTING I(Syllabus),MW,10:20 am to 11:10 am,18,19, to 1,Felice L. House(P),01 17 to 05 08,ARCA 119,N A
C,18261,ARTS,305,501,CS,3,PAINTING I(Syllabus),MW,11:11 am to 12:50 pm,18,19, to 1,Felice L. House,01 17 to 05 08,ARCA 119,N A
C,25870,ARTS,305,502,CS,3,PAINTING I(Syllabus),TR,03:55 pm to 04:45 pm,18,18,0,Laurie J. Lisonbee(P),01 17 to 05 08,ARCA 119,N A
C,25870,ARTS,305,502,CS,3,PAINTING I(Syllabus),TR,04:46 pm to 06:25 pm,18,18,0,Laurie J. Lisonbee,01 17 to 05 08,ARCA 119,N A
NR,17667,ARTS,308,500,CS,3,SCULPTURE(Syllabus),T,09:35 am to 10:25 am,18,12,6,Dmitri V. Koustov(P),01 17 to 05 08,RDMC 002,N A
NR,17667,ARTS,308,500,CS,3,SCULPTURE(Syllabus),T,10:26 am to 12:05 pm,18,12,6,Dmitri V. Koustov,01 17 to 05 08,RDMC 002,N A
NR,17667,ARTS,308,500,CS,3,SCULPTURE(Syllabus),R,09:35 am to 12:05 pm,18,12,6,Dmitri V. Koustov,01 17 to 05 08,RDMC 002,N A
C,21199,ARTS,311,500,CS,3,BLACK AND WHITE PHOTO(Syllabus),TR,02:20 pm to 03:10 pm,10,18, to 8,Howard Eilers(P),01 17 to 05 08,RDMC 016,N A
C,21199,ARTS,311,500,CS,3,BLACK AND WHITE PHOTO(Syllabus),TR,03:11 pm to 04:50 pm,10,18, to 8,Howard Eilers,01 17 to 05 08,RDMC 016,N A
C,17397,ARTS,312,500,CS,3,ADVANCED PHOTOGRAPHY(Syllabus),MW,05:45 pm to 06:35 pm,18,18,0,Glen W. Vigus(P),01 17 to 05 08,ARCC 307,N A
C,17397,ARTS,312,500,CS,3,ADVANCED PHOTOGRAPHY(Syllabus),MW,06:36 pm to 07:50 pm,18,18,0,Glen W. Vigus,01 17 to 05 08,ARCC 307,N A
C,15247,ARTS,325,501,CS,3,DIGITAL PAINTING(Syllabus),TR,08:00 am to 08:50 am,18,21, to 3,Russell W. Reid(P),01 17 to 05 08,ARCC 110,N A
C,15247,ARTS,325,501,CS,3,DIGITAL PAINTING(Syllabus),TR,08:51 am to 10:20 am,18,21, to 3,Russell W. Reid,01 17 to 05 08,ARCC 110,N A
C,21200,ARTS,325,502,CS,3,DIGITAL PAINTING(Syllabus),MW,12:40 pm to 01:30 pm,18,18,0,Sebastian D. Kawar(P),01 17 to 05 08,ARCC 110,N A
C,21200,ARTS,325,502,CS,3,DIGITAL PAINTING(Syllabus),MW,01:31 pm to 03:10 pm,18,18,0,Sebastian D. Kawar,01 17 to 05 08,ARCC 110,N A
NR,29440,ARTS,325,503,CS,3,DIGITAL PAINTING(Syllabus),MW,03:00 pm to 03:50 pm,18,13,5,Christopher J. Gowen(P),01 17 to 05 08,ARCC 109A,N A
NR,29440,ARTS,325,503,CS,3,DIGITAL PAINTING(Syllabus),MW,03:51 pm to 05:30 pm,18,13,5,Christopher J. Gowen,01 17 to 05 08,ARCC 109A,N A
NR,26598,ARTS,330,700,CS,3,THE ARTS OF AMERICA(Syllabus),WEB,WEB,70,64,6,Mary F. Zawadzki(P),01 17 to 05 08,WEB,Distance Education and NonTraditional Format Approved
NR,21201,ARTS,349,200,CS,3,HNR to HISTORY OF MODERN ART(Syllabus),MWF,09:10 am to 10:00 am,20,6,14,Daniil M. Leiderman(P),01 17 to 05 08,ARCB 101,Honors and NonTraditional Format Approved
NR,17668,ARTS,349,501,CS,3,HISTORY OF MODERN ART(Syllabus),MWF,09:10 am to 10:00 am,50,46,4,Daniil M. Leiderman(P),01 17 to 05 08,ARCB 101,NonTraditional Format Approved
NR,17669,ARTS,349,502,CS,3,HISTORY OF MODERN ART(Syllabus),MWF,09:10 am to 10:00 am,150,48,102,Daniil M. Leiderman(P),01 17 to 05 08,ARCB 101,NonTraditional Format Approved
C,21202,ARTS,349,700,CS,3,HISTORY OF MODERN ART(Syllabus),WEB,WEB,100,100,0,Stephen Caffey(P),01 17 to 05 08,WEB,Distance Education and NonTraditional Format Approved
C,28675,ARTS,353,500,CS,3,COLOR THEORY(Syllabus),TR,11:10 am to 12:00 pm,18,22, to 4,Richard Davison(P),01 17 to 05 08,ARCC 306A,N A
C,28675,ARTS,353,500,CS,3,COLOR THEORY(Syllabus),TR,12:01 pm to 01:40 pm,18,22, to 4,Richard Davison,01 17 to 05 08,ARCC 306A,N A
NR,15245,ARTS,403,500,CS,3,GRAPHIC DESIGN III(Syllabus),TR,11:10 am to 12:00 pm,18,17,1,Donna Hajash(P),01 17 to 05 08,ARCC 110,Capstone
NR,15245,ARTS,403,500,CS,3,GRAPHIC DESIGN III(Syllabus),TR,12:01 pm to 01:40 pm,18,17,1,Donna Hajash,01 17 to 05 08,ARCC 110,N A
NR,26600,ARTS,445,500,CS,3,BYZANTINE ART & ARCH(Syllabus),TR,03:55 pm to 05:10 pm,35,10,25,Lilia Campana(P),01 17 to 05 08,ARCC 307,N A
C,22805,ARTS,485,500,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,2, to 2,Anatol Bologan(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,15159,ARTS,485,501,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,1, to 1,Dmitri V. Koustov(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,22593,ARTS,485,502,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,2, to 2,Laurie J. Lisonbee(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,13695,ARTS,485,503,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,2, to 2,Nathan C. Madrid(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,13564,ARTS,485,504,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,1, to 1,Donna Hajash(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,18844,ARTS,485,506,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,2, to 2,Gavin S. Braman(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,33495,ARTS,485,507,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,1, to 1,Felice L. House(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,16446,ARTS,485,509,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,1, to 1,Howard Eilers(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,18021,ARTS,485,518,CS,1 4 2018,DIRECTED STUDIES,N A,TBA,0,2, to 2,Richard Davison(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,18178,ARTS,485,522,CS,1 4 2018,DIRECTED STUDIES(Syllabus),N A,TBA,0,2, to 2,Glen W. Vigus(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,30698,ARTS,489,500,CS,3,SPTP: HISTORY OF ANIMATION(Syllabus),MWF,10:20 am to 11:10 am,20,25, to 5,Mary F. Zawadzki(P),01 17 to 05 08,ARCC 111,NonTraditional Format Exclude and 3peat Exclusion
C,30699,ARTS,489,501,CS,3,SPTP: AD FIG DRAW NAR&CON DVLP(Syllabus),TR,05:30 pm to 06:20 pm,18,28, to 10,Nathan C. Madrid(P),01 17 to 05 08,ARCC 306A,NonTraditional Format Exclude and 3peat Exclusion
C,30699,ARTS,489,501,CS,3,SPTP: AD FIG DRAW NAR&CON DVLP(Syllabus),TR,06:21 pm to 08:00 pm,18,28, to 10,Nathan C. Madrid,01 17 to 05 08,ARCA 119,N A
NR,30504,ARTS,489,502,CS,3,SPTP: GAME HISTORY(Syllabus),MW,04:10 pm to 05:25 pm,20,18,2,Daniil M. Leiderman(P),01 17 to 05 08,ARCC 307,NonTraditional Format Exclude and 3peat Exclusion
NR,32078,ARTS,489,701,CS,1,SPTP: THE WORLD OF MEDCI(Syllabus),WEB,WEB,25,16,9,Susan D. Sutherland(P),01 17 to 02 13,WEB,Distance Education and NonTraditional Format Exclude and 3peat Exclusion
NR,32079,ARTS,489,702,CS,1,SPTP: THE WORLD OF MEDICI(Syllabus),WEB,WEB,25,16,9,Lilia Campana(P),01 17 to 02 13,WEB,Distance Education and NonTraditional Format Exclude and 3peat Exclusion
NR,31057,ASIA,352,500,CS,3,MODERN EAST ASIA(Syllabus),TR,03:55 pm to 05:10 pm,10,8,2,Olga Dror(P),01 17 to 05 08,MILS 110,Univ Req to Int'l&Cult Div (UICD)
NR,10215,ASTR,101,501,CS,3,BASIC ASTRONOMY(Syllabus),TR,02:20 pm to 03:35 pm,128,126,2,Lifan Wang(P),01 17 to 05 08,MPHY 203,Core Life Physical Sci (KLPS)
NR,10216,ASTR,101,502,CS,3,BASIC ASTRONOMY(Syllabus),MWF,12:40 pm to 01:30 pm,125,104,21,Peter J. Brown(P),01 17 to 05 08,MPHY 203,Core Life Physical Sci (KLPS)
NR,18894,ASTR,101,503,CS,3,BASIC ASTRONOMY(Syllabus),MWF,01:50 pm to 02:40 pm,125,59,66,Kevin Krisciunas(P),01 17 to 05 08,MPHY 203,Core Life Physical Sci (KLPS)
NR,10217,ASTR,102,501,CS,1,OBSERVATIONAL ASTRONOMY(Syllabus),M,07:30 pm to 10:30 pm,40,35,5,Jonathan H. Cohn(P),01 17 to 05 08,OBSV 106,Core Life Physical Sci (KLPS) and Lab Safety Acknowledgment
NR,10218,ASTR,102,502,CS,1,OBSERVATIONAL ASTRONOMY(Syllabus),T,07:30 pm to 10:30 pm,40,26,14,Peter D. Chi (P),01 17 to 05 08,OBSV 106,Core Life Physical Sci (KLPS) and Lab Safety Acknowledgment
NR,10219,ASTR,102,503,CS,1,OBSERVATIONAL ASTRONOMY(Syllabus),W,07:30 pm to 10:30 pm,40,18,22,Jonathan H. Cohn(P),01 17 to 05 08,OBSV 106,Core Life Physical Sci (KLPS) and Lab Safety Acknowledgment
NR,10220,ASTR,102,504,CS,1,OBSERVATIONAL ASTRONOMY(Syllabus),R,07:30 pm to 10:30 pm,40,11,29,Peter D. Chi (P),01 17 to 05 08,OBSV 106,Core Life Physical Sci (KLPS) and Lab Safety Acknowledgment
NR,26214,ASTR,104,500,CS,3,INTRO GALAXIES AND COSMOLOGY(Syllabus),MWF,12:40 pm to 01:30 pm,40,38,2,Jonelle Walsh(P),01 17 to 05 08,MPHY 213,Core Life Physical Sci (KLPS)
C,16843,ASTR,109,201,CS,3,HNR to BIG BANG AND BLACK HOLES(Syllabus),MWF,11:30 am to 12:20 pm,0,10, to 10,David Toback(P),01 17 to 05 08,MPHY 205,Honors and Core Life Physical Sci (KLPS)
C,12460,ASTR,109,501,CS,3,BIG BANG AND BLACK HOLES(Syllabus),MWF,11:30 am to 12:20 pm,120,122, to 2,David Toback(P),01 17 to 05 08,MPHY 205,Core Life Physical Sci (KLPS)
NR,14161,ASTR,111,501,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),MW,04:10 pm to 05:25 pm,22,20,2,Kevin Krisciunas(P),01 17 to 05 08,MPHY 213,Core Life Physical Sci (KLPS) and Lab Safety Acknowledgment
NR,14161,ASTR,111,501,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),T,02:20 pm to 04:20 pm,22,20,2,Sijie Chen,01 17 to 05 08,MPHY 331,N A
NR,14161,ASTR,111,501,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),M,08:00 pm to 10:00 pm,22,20,2,Kevin Krisciunas(P),02 05 to 02 05,TBA,N A
NR,14161,ASTR,111,501,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),M,08:00 pm to 10:00 pm,22,20,2,Kevin Krisciunas(P),02 26 to 02 26,TBA,N A
NR,14161,ASTR,111,501,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),M,08:00 pm to 10:00 pm,22,20,2,Kevin Krisciunas(P),03 19 to 03 19,TBA,N A
NR,14162,ASTR,111,502,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),MW,04:10 pm to 05:25 pm,22,20,2,Kevin Krisciunas(P),01 17 to 05 08,MPHY 213,Core Life Physical Sci (KLPS) and Lab Safety Acknowledgment
NR,14162,ASTR,111,502,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),T,11:10 am to 01:10 pm,22,20,2,Sijie Chen,01 17 to 05 08,MPHY 331,N A
NR,14162,ASTR,111,502,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),T,08:00 pm to 10:00 pm,22,20,2,Kevin Krisciunas(P),02 06 to 02 06,TBA,N A
NR,14162,ASTR,111,502,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),T,08:00 pm to 10:00 pm,22,20,2,Kevin Krisciunas(P),02 27 to 02 27,TBA,N A
NR,14162,ASTR,111,502,CS,4,OVERVIEW OF MODERN ASTRO(Syllabus),T,08:00 pm to 10:00 pm,22,20,2,Kevin Krisciunas(P),03 20 to 03 20,TBA,N A
NR,15678,ASTR,119,501,CS,1,BIG BANG & BLK HOLE LAB(Syllabus),T,12:45 pm to 02:45 pm,30,5,25,Elham Azadbakht (P),01 17 to 05 08,BLOC 104,Core Life Physical Sci (KLPS)
C,30120,ASTR,314,200,CS,3,HNR to SURVEY OF ASTRONOMY(Syllabus),TR,09:35 am to 10:50 am,4,4,0,Nicholas Suntzeff(P),01 17 to 05 08,MPHY 213,Honors
C,15534,ASTR,314,500,CS,3,SURVEY OF ASTRONOMY(Syllabus),TR,09:35 am to 10:50 am,38,38,0,Nicholas Suntzeff(P),01 17 to 05 08,MPHY 213,N A
NR,21420,ASTR,320,500,CS,2,ASTROPHYSICAL RESEARCH(Syllabus),MW,09:10 am to 10:00 am,28,21,7,Jennifer L. Marshall(P),01 17 to 05 08,MPHY 109,N A
NR,21422,ASTR,403,500,CS,3,EXTRAGALACTIC ASTRONOMY(Syllabus),TR,11:10 am to 12:25 pm,28,11,17,Lifan Wang(P),01 17 to 05 08,MPHY 109,N A
NR,16868,ASTR,491,506,CS,0 to 4,RESEARCH,N A,TBA,10,3,7,Kim to Vy Tran(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion
NR,18908,ASTR,491,508,CS,0 to 4,RESEARCH,N A,TBA,10,8,2,Jennifer L. Marshall(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion
NR,18920,ASTR,491,509,CS,0 to 4,RESEARCH,N A,TBA,10,3,7,Louis E. Strigari(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
NR,20584,ASTR,491,510,CS,0 to 4,RESEARCH,N A,TBA,10,2,8,Jonelle Walsh(P),01 17 to 05 08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
NR,20593,ASTR,605,600,CS,3,GALACTIC ASTRONOMY(Syllabus),MWF,09:10 am to 10:00 am,18,12,6,Louis E. Strigari(P),01 17 to 05 08,MPHY 107,N A
NR,13820,ASTR,681,600,CS,1,SEMINAR,TR,03:55 pm to 05:10 pm,34,11,23,Lucas Macri(P),01 17 to 05 08,MPHY 213,NonTraditional Format Exclude and 3peat Exclusion
NR,15592,ASTR,685,603,CS,1 9 2018,DIRECTED STUDIES,N A,TBA,10,1,9,Lucas Macri(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion
NR,15593,ASTR,685,604,CS,1 9 2018,DIRECTED STUDIES,N A,TBA,10,2,8,Casey Papovich(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion
NR,16874,ASTR,685,607,CS,1 9 2018,DIRECTED STUDIES,N A,TBA,10,2,8,Lifan Wang(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion
NR,18907,ASTR,685,608,CS,1 9 2018,DIRECTED STUDIES,N A,TBA,10,1,9,Jennifer L. Marshall(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion
NR,18922,ASTR,685,609,CS,1 9 2018,DIRECTED STUDIES,N A,TBA,10,1,9,Louis E. Strigari(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion
NR,20594,ASTR,685,610,CS,1 9 2018,DIRECTED STUDIES,N A,TBA,10,2,8,Jonelle Walsh(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion
NR,30133,ASTR,689,601,CS,1,SPTP:ORDER to OF to MAGNITUDE ASTR,F,03:00 pm to 03:50 pm,28,9,19,Jennifer L. Marshall(P),01 17 to 05 08,MPHY 109,NonTraditional Format Exclude and 3peat Exclusion
NR,15596,ASTR,691,604,CS,1 23 2018,RESEARCH,N A,TBA,10,2,8,Casey Papovich(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,15597,ASTR,691,605,CS,1 23 2018,RESEARCH,N A,TBA,10,1,9,Nicholas Suntzeff(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,15598,ASTR,691,606,CS,1 23 2018,RESEARCH,N A,TBA,10,2,8,Kim to Vy Tran(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,18923,ASTR,691,608,CS,1 23 2018,RESEARCH,N A,TBA,10,2,8,Jennifer L. Marshall(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,18924,ASTR,691,609,CS,1 23 2018,RESEARCH,N A,TBA,10,1,9,Louis E. Strigari(P),01 17 to 05 08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,10221,ATMO,201,501,CS,3,WEATHER & CLIMATE(Syllabus),MWF,12:40 pm to 01:30 pm,98,89,9,Don T. Conlee(P),01 17 to 05 08,OMB 112,Core Life Physical Sci (KLPS)
NR,10222,ATMO,201,502,CS,3,WEATHER & CLIMATE(Syllabus),TR,08:00 am to 09:15 am,170,169,1,Timothy S. Logan(P),01 17 to 05 08,HALB 101,Core Life Physical Sci (KLPS)
NR,10223,ATMO,201,503,CS,3,WEATHER & CLIMATE(Syllabus),TR,03:55 pm to 05:10 pm,170,86,84,Courtney Schumacher(P),01 17 to 05 08,HALB 101,Core Life Physical Sci (KLPS)
NR,10224,ATMO,201,504,CS,3,WEATHER & CLIMATE(Syllabus),TR,09:35 am to 10:50 am,98,90,8,John Nielsen to Gammon(P),01 17 to 05 08,OMB 112,Core Life Physical Sci (KLPS)
NR,19872,ATMO,201,505,CS,3,WEATHER & CLIMATE(Syllabus),MWF,01:50 pm to 02:40 pm,98,13,85,Gunnar Schade(P),01 17 to 05 08,OMB 112,Core Life Physical Sci (KLPS)
C,21423,ATMO,201,506,CS,3,WEATHER & CLIMATE(Syllabus),MWF,09:10 am to 10:00 am,170,170,0,Timothy S. Logan(P),01 17 to 05 08,HALB 101,Core Life Physical Sci (KLPS)
NR,21424,ATMO,201,507,CS,3,WEATHER & CLIMATE(Syllabus),MWF,08:00 am to 08:50 am,170,88,82,Timothy S. Logan(P),01 17 to 05 08,HALB 101,Core Life Physical Sci (KLPS)
NR,10225,ATMO,202,501,CS,1,WEATHER & CLIMATE LABORATORY(Syllabus),M,12:40 pm to 02:30 pm,24,23,1,Timothy S. Logan(P)  Geoffrey S. Roest,01 17 to 05 08,OMB 1107,Core Life Physical Sci (KLPS)
C,10226,ATMO,202,502,CS,1,WEATHER & CLIMATE LABORATORY(Syllabus),T,01:45 pm to 03:35 pm,24,24,0,Timothy S. Logan(P)  Geoffrey S. Roest,01 17 to 05 08,OMB 1201,Core Life Physical Sci (KLPS)
NR,10228,ATMO,202,504,CS,1,WEATHER & CLIMATE LABORATORY(Syllabus),R,11:10 am to 01:00 pm,24,23,1,Timothy S. Logan(P)  Geoffrey S. Roest,01 17 to 05 08,OMB 1201,Core Life Physical Sci (KLPS)
C,10229,ATMO,202,505,CS,1,WEATHER & CLIMATE LABORATORY(Syllabus),W,01:50 pm to 03:40 pm,24,24,0,Timothy S. Logan(P) Jessica A. Mirrielees,01 17 to 05 08,OMB 1201,Core Life Physical Sci (KLPS)
NR,10232,ATMO,202,508,CS,1,WEATHER & CLIMATE LABORATORY(Syllabus),W,10:20 am to 12:10 pm,24,22,2,Timothy S. Logan(P) Jessica A. Mirrielees,01 17 to 05 08,OMB 1201,Core Life Physical Sci (KLPS)
C,18985,ATMO,203,501,CS,1,WEATHER FORECASTING LAB(Syllabus),WF,08:00 am to 08:50 am,8,18, to 10,Don T. Conlee(P),01 17 to 05 08,OMB 1107,N A
C,12713,ATMO,203,502,CS,1,WEATHER FORECASTING LAB(Syllabus),T,01:10 pm to 02:00 pm,8,19, to 11,Don T. Conlee(P),01 17 to 05 08,OMB 1107,N A
C,12713,ATMO,203,502,CS,1,WEATHER FORECASTING LAB(Syllabus),R,01:10 pm to 02:00 pm,8,19, to 11,Don T. Conlee(P),01 17 to 05 08,OMB 1201,N A
NR,10234,ATMO,321,500,CS,3,COMP APP ATMOS SCIENCE(Syllabus),TR,09:00 am to 10:50 am,22,21,1,Yangyang Xu(P),01 17 to 05 08,OMB 1107,N A
NR,10234,ATMO,321,500,CS,3,COMP APP ATMOS SCIENCE(Syllabus),TR,09:00 am to 10:50 am,22,21,1,Yangyang Xu(P),01 17 to 05 08,OMB 1107,N A
NR,16652,ATMO,324,501,CS,3,PHYS & REGNL CLIMATOLOGY(Syllabus),TR,03:55 pm to 05:10 pm,20,16,4,John Nielsen to Gammon(P),01 17 to 05 08,OMB 206,N A
NR,16652,ATMO,324,501,CS,3,PHYS & REGNL CLIMATOLOGY(Syllabus),T,11:10 am to 12:40 pm,20,16,4,Yun Lin  John Nielsen to Gammon,01 17 to 05 08,OMB 1201,N A
NR,16653,ATMO,324,502,CS,3,PHYS & REGNL CLIMATOLOGY(Syllabus),M,11:30 am to 01:00 pm,20,10,10,Yun Lin  John Nielsen to Gammon,01 17 to 05 08,OMB 1201,N A
NR,16653,ATMO,324,502,CS,3,PHYS & REGNL CLIMATOLOGY(Syllabus),TR,03:55 pm to 05:10 pm,20,10,10,John Nielsen to Gammon(P),01 17 to 05 08,OMB 206,N A
NR,10235,ATMO,352,501,CS,3,SEVERE WEA MESO FORECAST(Syllabus),MW,03:00 pm to 03:50 pm,20,19,1,Craig Epifanio(P),01 17 to 05 08,OMB 110,N A
NR,10235,ATMO,352,501,CS,3,SEVERE WEA MESO FORECAST(Syllabus),R,12:45 pm to 02:45 pm,20,19,1,Craig Epifanio  Tong Ren,01 17 to 05 08,OMB 1107,N A
NR,19293,ATMO,352,502,CS,3,SEVERE WEA MESO FORECAST(Syllabus),MW,03:00 pm to 03:50 pm,20,11,9,Craig Epifanio(P),01 17 to 05 08,OMB 110,N A
NR,19293,ATMO,352,502,CS,3,SEVERE WEA MESO FORECAST(Syllabus),F,09:10 am to 11:10 am,20,11,9,Craig Epifanio  Tong Ren,01 17 to 05 08,OMB 1107,N A
NR,32073,ATMO,435,200,CS,3,HNR to SYNOPTIC to DYNAMIC METR(Syllabus),MWF,01:50 pm to 02:40 pm,5,3,2,Robert Korty(P),01 17 to 05 08,OMB 206,Honors
NR,16655,ATMO,435,501,CS,3,SYNOPTIC to DYNAMIC METR(Syllabus),MWF,01:50 pm to 02:40 pm,34,29,5,Robert Korty(P),01 17 to 05 08,OMB 206,N A
NR,10236,ATMO,441,501,CS,3,SATELLITE MET REM SENS(Syllabus),MW,12:40 pm to 01:30 pm,24,12,12,Kenneth Bowman(P),01 17 to 05 08,OMB 203,N A
NR,10236,ATMO,441,501,CS,3,SATELLITE MET REM SENS(Syllabus),R,11:00 am to 12:30 pm,24,12,12,Kenneth Bowman  Tong Ren,01 17 to 05 08,OMB 1107,N A
NR,15818,ATMO,455,500,CS,3,NUMERICAL WEA PREDICTION(Syllabus),MW,09:10 am to 10:00 am,24,13,11,Istvan Szunyogh(P),01 17 to 05 08,OMB 203,N A
