Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,Instructor ,Date (MM DD),Location,Attribute
NR,15330,CSCE,433,500,CS,3,FORMAL LANGUAGES AUTOM (Syllabus) ,MWF,11:30 am to 12:20 pm,40,36,4,Jennifer Welch (P),01\17 to 05\08,HRBB 113,NonTraditional Format Approved and Study Abroad
C,29851,CSCE,435,200,CS,3,HNR to PARALLEL COMPUTING (Syllabus) ,TR,09:35 am to 10:50 am,0,1, to 1,Vivek Sarin (P),01\17 to 05\08,HRBB 105,Honors
NR,27365,CSCE,435,500,CS,3,PARALLEL COMPUTING (Syllabus) ,TR,09:35 am to 10:50 am,35,34,1,Vivek Sarin (P),01\17 to 05\08,HRBB 105,Honors
C,31984,CSCE,436,200,CS,3,HNR to COMP HUMAN INTERACTION(Syllabus) ,TR,07:05 pm to 08:20 pm,0,1, to 1,John M. Moore (P),01\17 to 05\08,ETB 1005,Honors
C,27366,CSCE,436,500,CS,3,COMP HUMAN INTERACTION (Syllabus) ,TR,07:05 pm to 08:20 pm,59,59,0,John M. Moore (P),01\17 to 05\08,ETB 1005,Honors
C,32024,CSCE,438,201,CS,3,HNR to DIST OBJECTS PROGRAMMING(Syllabus) ,TR,12:45 pm to 02:00 pm,0,2, to 2,Radu Stoleru (P),01\17 to 05\08,HRBB 113,Honors
NR,17008,CSCE,438,500,CS,3,DIST OBJECTS PROGRAMMING (Syllabus) ,TR,12:45 pm to 02:00 pm,60,53,7,Radu Stoleru (P),01\17 to 05\08,HRBB 113,Honors
C,31985,CSCE,441,200,CS,3,HNR to COMPUTER GRAPHICS (Syllabus) ,MWF,03:00 pm to 03:50 pm,0,2, to 2,Shinjiro Sueda (P),01\17 to 05\08,HRBB 113,Honors
NR,12374,CSCE,441,500,CS,3,COMPUTER GRAPHICS (Syllabus) ,MWF,03:00 pm to 03:50 pm,58,57,1,Shinjiro Sueda (P),01\17 to 05\08,HRBB 113,Honors
NR,19179,CSCE,445,500,CS,3,COMPUTERS AND NEW MEDIA (Syllabus) ,TR,09:35 am to 10:50 am,48,48,0,Frank Shipman (P),01\17 to 05\08,CHEN 111,NA
NR,27369,CSCE,451,500,CS,3,SOFTWARE REVERSE ENGINEERING(Syllabus) ,TR,12:45 pm to 02:00 pm,30,22,8,Jyh Liu (P),01\17 to 05\08,HRBB 126,NA
NR,27369,CSCE,451,500,CS,3,SOFTWARE REVERSE ENGINEERING(Syllabus) ,F,10:20 am to 12:00 pm,30,22,8,Jyh Liu,01\17 to 05\08,RDMC 111C,NA
C,12375,CSCE,462,501,CS,3,MICROCOMPUTER SYSTEMS (Syllabus) ,TR,09:35 am to 10:50 am,15,27, to 12,Jyh Liu (P),01\17 to 05\08,CHEM 255,Lab Safety Acknowledgment
C,12375,CSCE,462,501,CS,3,MICROCOMPUTER SYSTEMS (Syllabus) ,T,12:45 pm to 02:25 pm,15,27, to 12,Jyh Liu,01\17 to 05\08,HRBB 217,Lab Safety Acknowledgment
C,32062,CSCE,462,502,CS,3,MICROCOMPUTER SYSTEMS (Syllabus) ,M,12:40 pm to 02:20 pm,15,27, to 12,Jyh Liu,01\17 to 05\08,HRBB 217,Lab Safety Acknowledgment
C,32062,CSCE,462,502,CS,3,MICROCOMPUTER SYSTEMS (Syllabus) ,TR,09:35 am to 10:50 am,15,27, to 12,Jyh Liu (P),01\17 to 05\08,CHEM 255,Lab Safety Acknowledgment
NR,20934,CSCE,463,500,CS,3,NETWORKS & DIST PROC (Syllabus) ,TR,05:30 pm to 06:45 pm,45,22,23,Dmitri Loguinov (P),01\17 to 05\08,HRBB 113,NA
NR,31955,CSCE,464,500,CS,3,WIRELESS AND MOBILE SYS (Syllabus) ,MW,07:20 pm to 08:35 pm,60,54,6,"Ala' (. Altaweel (P), Radu Stoleru",01\17 to 05\08,HRBB 113,NA
C,31986,CSCE,465,200,CS,3,HNR to COMP & NET SECURITY (Syllabus) ,MWF,11:30 am to 12:20 pm,0,1, to 1,Guofei Gu (P),01\17 to 05\08,ETB 2005,Honors
C,29436,CSCE,465,500,CS,3,COMP & NET SECURITY (Syllabus) ,MWF,11:30 am to 12:20 pm,90,90,0,Guofei Gu (P),01\17 to 05\08,ETB 2005,Honors
C,23996,CSCE,470,500,CS,3,INFO STORAGE & RETRIEVAL (Syllabus) ,MWF,09:10 am to 10:00 am,60,60,0,Xia Hu (P),01\17 to 05\08,HRBB 113,NA
C,31968,CSCE,481,500,CS,1,SEMINAR (Syllabus) ,TR,03:55 pm to 05:10 pm,170,181, to 11,Daniel A. Jimenez (P),01\17 to 05\08,ARCC 105,LMTD and NonTraditional Format Exclude
C,17851,CSCE,481,900,CS,1,SEMINAR (Syllabus) ,TR,03:55 pm to 05:10 pm,0,13, to 13,Daniel A. Jimenez (P),01\17 to 05\08,ARCC 105,LMTD and NonTraditional Format Exclude and Upper Division Seminar and Univ Req to Writing Intensive
C,15327,CSCE,482,501,CS,3,SR CAPSTONE DESIGN (Syllabus) ,MW,11:30 am to 11:55 am,20,28, to 8,Tracy Hammond (P),01\17 to 05\08,HRBB 229,LMTD and Capstone
C,15327,CSCE,482,501,CS,3,SR CAPSTONE DESIGN (Syllabus) ,MW,12:00 pm to 02:30 pm,20,28, to 8,Tracy Hammond,01\17 to 05\08,HRBB 229,LMTD and Capstone
C,15329,CSCE,482,502,CS,3,SR CAPSTONE DESIGN (Syllabus) ,TR,12:45 pm to 01:10 pm,20,28, to 8,Mahima Agumbe Suresh (P),01\17 to 05\08,HRBB 232,LMTD and Capstone
C,15329,CSCE,482,502,CS,3,SR CAPSTONE DESIGN (Syllabus) ,TR,01:15 pm to 03:45 pm,20,28, to 8,Mahima Agumbe Suresh,01\17 to 05\08,HRBB 232,LMTD and Capstone
C,17534,CSCE,482,503,CS,3,SR CAPSTONE DESIGN (Syllabus) ,MW,09:10 am to 09:35 am,20,27, to 7,Bobak Mortazavi (P),01\17 to 05\08,HRBB 219,LMTD and Capstone
C,17534,CSCE,482,503,CS,3,SR CAPSTONE DESIGN (Syllabus) ,MW,09:40 am to 12:10 pm,20,27, to 7,Bobak Mortazavi,01\17 to 05\08,HRBB 219,LMTD and Capstone
C,17535,CSCE,482,504,CS,3,SR CAPSTONE DESIGN (Syllabus) ,TR,09:35 am to 10:00 am,20,26, to 6,Robin Murphy (P),01\17 to 05\08,HRBB 203,LMTD and Capstone
C,17535,CSCE,482,504,CS,3,SR CAPSTONE DESIGN (Syllabus) ,TR,10:05 am to 12:35 pm,20,26, to 6,Robin Murphy,01\17 to 05\08,HRBB 203,LMTD and Capstone
C,12377,CSCE,483,501,CS,3,COMPUTER SYS DESIGN (Syllabus) ,TR,12:40 pm to 01:05 pm,20,24, to 4,Rabinarayan Mahapatra (P),01\17 to 05\08,HRBB 218,Capstone
C,12377,CSCE,483,501,CS,3,COMPUTER SYS DESIGN (Syllabus) ,TR,01:10 pm to 03:40 pm,20,24, to 4,Rabinarayan Mahapatra,01\17 to 05\08,HRBB 218,Capstone
C,12378,CSCE,483,502,CS,3,COMPUTER SYS DESIGN (Syllabus) ,MW,12:40 pm to 01:05 pm,20,25, to 5,Rabinarayan Mahapatra (P),01\17 to 05\08,HRBB 218,Capstone
C,12378,CSCE,483,502,CS,3,COMPUTER SYS DESIGN (Syllabus) ,MW,01:10 pm to 03:40 pm,20,25, to 5,Rabinarayan Mahapatra,01\17 to 05\08,HRBB 218,Capstone
C,32058,CSCE,489,200,CS,3,HNR to SPTP:PROBLM SOLVNG PROGRAM(Syllabus) ,MW,03:00 pm to 03:50 pm,0,8, to 8,John Keyser (P),01\17 to 05\08,THOM 107A,Honors and NonTraditional Format Exclude and 3peat Exclusion
C,32058,CSCE,489,200,CS,3,HNR to SPTP:PROBLM SOLVNG PROGRAM(Syllabus) ,F,03:00 pm to 05:30 pm,0,8, to 8,John Keyser,01\17 to 05\08,RDMC 111C,Honors and NonTraditional Format Exclude and 3peat Exclusion
NR,32015,CSCE,489,500,CS,3,SPTP:PROBLEM SOLVING PROGRAM(Syllabus) ,MW,03:00 pm to 03:50 pm,22,18,4,John Keyser (P),01\17 to 05\08,THOM 107A,NonTraditional Format Exclude and 3peat Exclusion
NR,32015,CSCE,489,500,CS,3,SPTP:PROBLEM SOLVING PROGRAM(Syllabus) ,F,03:00 pm to 05:30 pm,22,18,4,John Keyser,01\17 to 05\08,RDMC 111C,NonTraditional Format Exclude and 3peat Exclusion
NR,32021,CSCE,489,501,CS,3,SPTP:PROBLEM SOLVING PROGRAM(Syllabus) ,MW,03:00 pm to 03:50 pm,23,20,3,John Keyser (P),01\17 to 05\08,THOM 107A,NonTraditional Format Exclude and 3peat Exclusion
NR,32021,CSCE,489,501,CS,3,SPTP:PROBLEM SOLVING PROGRAM(Syllabus) ,F,03:00 pm to 05:30 pm,23,20,3,John Keyser,01\17 to 05\08,RDMC 111H,NonTraditional Format Exclude and 3peat Exclusion
C,32087,CSCE,489,502,CS,3,SPTP:MINING CONTENT SOCL MEDIA(Syllabus) ,TR,11:10 am to 12:25 pm,60,60,0,Eduardo Nakamura (P),01\17 to 05\08,THOM 107A,NonTraditional Format Exclude and 3peat Exclusion
NR,32100,CSCE,489,503,CS,3,SPTP:LAW & POLICY IN CYBER (Syllabus) ,TR,09:35 am to 10:50 am,15,14,1,Paula S. Dewitte (P),01\17 to 05\08,HRBB 126,NonTraditional Format Exclude and 3peat Exclusion
NR,32101,CSCE,489,504,CS,3,SPTP:CYBERSECURITY RISK (Syllabus) ,TR,08:00 am to 09:15 am,26,16,10,Paula S. Dewitte (P),01\17 to 05\08,HRBB 105,NonTraditional Format Exclude and 3peat Exclusion
C,32824,CSCE,489,505,CS,3,SPTP:DATA VISUALIZATION (Syllabus) ,TR,02:20 pm to 03:35 pm,8,5,3,Eric D. Ragan (P),01\17 to 05\08,ARCC 305,NonTraditional Format Exclude and 3peat Exclusion
NR,32810,CSCE,489,598,CS,3,SPTP:DIGITAL ENTREPRENUERSHIP(Syllabus) ,WEB,WEB,30,26,4,Paula S. Dewitte (P),01\17 to 05\08,WEB,Distance Education and NonTraditional Format Exclude and 3peat Exclusion
NR,32595,CSCE,489,599,CS,3,SPTP:LAW & POLICY IN CYBER (Syllabus) ,WEB,WEB,15,14,1,Paula S. Dewitte (P),01\17 to 05\08,WEB,Distance Education and NonTraditional Format Exclude and 3peat Exclusion
C,14080,CSCE,491,200,CS,4,HNR to RESEARCH ,NA,TBA,0,2, to 2,Nancy Amato (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion
C,23062,CSCE,491,203,CS,4,HNR to RESEARCH ,NA,TBA,0,2, to 2,Andrew Kerne (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion
C,16374,CSCE,491,205,CS,4,HNR to RESEARCH ,NA,TBA,0,1, to 1,Dmitri Loguinov (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,33418,CSCE,491,212,CS,4,HNR to RESEARCH ,NA,TBA,1,1,0,Daniel J. Ragsdale (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,30064,CSCE,491,213,CS,4,HNR to RESEARCH ,NA,TBA,0,4, to 4,James Caverlee (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,33253,CSCE,491,216,CS,4,HNR to RESEARCH ,NA,TBA,1,1,0,Ricardo Gutierrez to Osuna (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,33362,CSCE,491,223,CS,4,HNR to RESEARCH ,NA,TBA,1,1,0,Tracy Hammond (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,33363,CSCE,491,231,CS,4,HNR to RESEARCH ,NA,TBA,1,1,0,Anxiao Jiang (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,20329,CSCE,491,235,CS,4,HNR to RESEARCH ,NA,TBA,0,2, to 2,Jennifer Welch (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,16375,CSCE,491,236,CS,4,HNR to RESEARCH ,NA,TBA,0,1, to 1,Tracy Hammond (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,23174,CSCE,491,241,CS,4,HNR to RESEARCH ,NA,TBA,0,1, to 1,Thomas Ioerger (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,33238,CSCE,491,244,CS,4,HNR to RESEARCH ,NA,TBA,1,1,0,Guofei Gu (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,29997,CSCE,491,245,CS,4,HNR to RESEARCH ,NA,TBA,1,1,0,Ruihong Huang (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,33395,CSCE,491,249,CS,4,HNR to RESEARCH ,NA,TBA,1,1,0,Xia Hu (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,29923,CSCE,491,260,CS,4,HNR to RESEARCH ,NA,TBA,0,1, to 1,Robin Murphy (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,22705,CSCE,491,268,CS,4,HNR to RESEARCH ,NA,TBA,0,5, to 5,Dylan A. Shell (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion
C,32910,CSCE,491,297,CS,4,HNR to RESEARCH ,NA,TBA,1,1,0,Hye to Chung Kum (P),01\17 to 05\08,TBA,Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,29950,CSCE,491,500,CS,4,RESEARCH ,NA,TBA,0,1, to 1,Nancy Amato (P),01\17 to 05\08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,20299,CSCE,491,504,CS,4,RESEARCH ,NA,TBA,0,2, to 2,Richard K. Furuta (P),01\17 to 05\08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
NR,32821,CSCE,491,507,CS,4,RESEARCH ,NA,TBA,4,2,2,"Mahima Agumbe Suresh (P), Dilma Da Silva",01\17 to 05\08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,29467,CSCE,491,512,CS,4,RESEARCH ,NA,TBA,0,1, to 1,Daniel J. Ragsdale (P),01\17 to 05\08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,30065,CSCE,491,527,CS,4,RESEARCH ,NA,TBA,0,1, to 1,Jyh Liu (P),01\17 to 05\08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,29468,CSCE,491,539,CS,4,RESEARCH ,NA,TBA,0,1, to 1,Shinjiro Sueda (P),01\17 to 05\08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
C,18544,CSCE,491,544,CS,4,RESEARCH ,NA,TBA,0,1, to 1,Guofei Gu (P),01\17 to 05\08,TBA,LMTD and NonTraditional Format Exclude and 3peat Exclusion
NR,20935,CSCE,606,600,CS,3,SOFTWARE ENGINEERING (Syllabus) ,TR,05:30 pm to 06:45 pm,90,83,7,Duncan Walker (P),01\17 to 05\08,HRBB 124,NA
C,32814,CSCE,611,600,CS,3,OPERATING SYSTEMS & APPL (Syllabus) ,TR,08:00 am to 09:15 am,19,19,0,Riccardo Bettati (P),01\17 to 05\08,HRBB 113,NA
NR,20936,CSCE,612,600,CS,3,APPLIED NETWRK DIST PROC (Syllabus) ,TR,05:30 pm to 06:45 pm,15,5,10,Dmitri Loguinov (P),01\17 to 05\08,HRBB 113,NA
NR,19180,CSCE,625,600,CS,3,ARTIFICIAL INTELLIGNCE (Syllabus) ,TR,02:20 pm to 03:35 pm,100,43,57,Robin Murphy (P),01\17 to 05\08,HELD 105,NA
NR,15331,CSCE,627,600,CS,3,TH OF COMPUTABILITY (Syllabus) ,MWF,11:30 am to 12:20 pm,20,16,4,Jennifer Welch (P),01\17 to 05\08,HRBB 113,NA
NR,12365,CSCE,629,600,CS,3,ANALYSIS OF ALGORITHMS (Syllabus) ,TR,08:00 am to 09:15 am,100,85,15,Sing Sze (P),01\17 to 05\08,HELD 113,NA
NR,19444,CSCE,629,601,CS,3,ANALYSIS OF ALGORITHMS (Syllabus) ,MWF,01:50 pm to 02:40 pm,60,59,1,Anxiao Jiang (P),01\17 to 05\08,HRBB 113,NA
C,12367,CSCE,633,600,CS,3,MACHINE LEARNING (Syllabus) ,TR,12:45 pm to 02:00 pm,60,60,0,Zhangyang Wang (P),01\17 to 05\08,CHEN 104,NA
NR,13975,CSCE,647,600,CS,4,IMAGE SYNTHESIS (Syllabus) ,MW,08:00 am to 09:15 am,20,10,10,Ergun Akleman (P),01\17 to 05\08,ARCC 414,NA
NR,13975,CSCE,647,600,CS,4,IMAGE SYNTHESIS (Syllabus) ,MW,09:16 am to 10:05 am,20,10,10,Ergun Akleman,01\17 to 05\08,ARCC 414,NA
NR,32175,CSCE,648,600,CS,3,COMPUTER AIDED SCULPTING (Syllabus) ,MW,10:20 am to 11:10 am,10,2,8,Ergun Akleman (P),01\17 to 05\08,ARCC 414,NA
NR,32175,CSCE,648,600,CS,3,COMPUTER AIDED SCULPTING (Syllabus) ,MW,11:11 am to 12:25 pm,10,2,8,Ergun Akleman,01\17 to 05\08,ARCC 414,NA
NR,19183,CSCE,656,600,CS,3,COMPUTERS AND NEW MEDIA (Syllabus) ,TR,11:10 am to 12:25 pm,40,25,15,Frank Shipman (P),01\17 to 05\08,HRBB 204,NA
NR,30872,CSCE,658,600,CS,3,RANDOMIZED ALGORITHMS (Syllabus) ,TR,11:10 am to 12:25 pm,28,15,13,Andreas Klappenecker (P),01\17 to 05\08,HRBB 126,NA
NR,30873,CSCE,660,600,CS,3,COMP LINEAR ALGEBRA (Syllabus) ,MW,05:45 pm to 07:00 pm,30,21,9,Timothy A. Davis (P),01\17 to 05\08,HRBB 126,NA
NR,30874,CSCE,665,600,CS,3,ADV NETWORK & SECURITY (Syllabus) ,MWF,01:50 pm to 02:40 pm,30,20,10,Guofei Gu (P),01\17 to 05\08,HRBB 126,NA
NR,31973,CSCE,669,600,CS,3,COMPUTATIONAL OPTIMIZA (Syllabus) ,MWF,10:20 am to 11:10 am,23,9,14,Jianer Chen (P),01\17 to 05\08,THOM 009C,NA
NR,12369,CSCE,670,600,CS,3,INFO STORAGE & RETRIEVAL (Syllabus) ,TR,09:35 am to 10:50 am,100,99,1,James Caverlee (P),01\17 to 05\08,ETB 2005,NA
NR,32401,CSCE,671,600,CS,3,COMP to HUMAN INTERACTION (Syllabus) ,TR,05:30 pm to 06:45 pm,10,8,2,Francis K. Quek (P),01\17 to 05\08,ARCC 207,NA
NR,12644,CSCE,681,600,CS,1,SEMINAR (Syllabus) ,MW,04:10 pm to 05:25 pm,120,73,47,"Lawrence Rauchwerger (P), Nancy Amato",01\17 to 05\08,HRBB 124,NonTraditional Format Exclude
NR,29483,CSCE,684,550,CS,1 16 2018,PROFESSIONAL INTERNSHIP: IN to AB ,NA,TBA,10,7,3,Duncan Walker (P),01\17 to 05\08,TBA,In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,25648,CSCE,684,636,CS,1 16 2018,PROFESSIONAL INTERNSHIP ,NA,TBA,5,1,4,Tracy Hammond (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,30049,CSCE,685,606,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,1,1,0,Ruihong Huang (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,33019,CSCE,685,607,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,6,2,4,Xia Hu (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,33396,CSCE,685,612,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,5,2,3,Daniel A. Jimenez (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,33018,CSCE,685,618,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,2,1,1,Sing Sze (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,33223,CSCE,685,623,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,5,1,4,Theodora Chaspari (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,33118,CSCE,685,625,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,3,2,1,Jianer Chen (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,33345,CSCE,685,634,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,3,1,2,Zhangyang Wang (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,20379,CSCE,685,636,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,4,1,3,Tracy Hammond (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,16160,CSCE,685,640,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,3,1,2,Frank Shipman (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,30111,CSCE,685,650,CS,1 12 2018,DIRECTED STUDIES ,NA,TBA,8,3,5,Aakash Tyagi (P),01\17 to 05\08,TBA,NonTraditional Format Exclude
NR,32158,CSCE,689,600,CS,3,SPTP:NATURAL LANG.PROCESSING(Syllabus) ,TR,11:10 am to 12:25 pm,28,26,2,Ruihong Huang (P),01\17 to 05\08,HELD 121,NonTraditional Format Exclude and 3peat Exclusion
NR,32413,CSCE,689,601,CS,3,SPTP:CYBERSECURITY RISK (Syllabus) ,TR,08:00 am to 09:15 am,10,4,6,Paula S. Dewitte (P),01\17 to 05\08,HRBB 105,NonTraditional Format Exclude and 3peat Exclusion
NR,32414,CSCE,689,602,CS,3,SPTP:FNDATIONS OF CYBERSECRITY(Syllabus) ,MW,05:45 pm to 07:00 pm,60,20,40,Daniel J. Ragsdale (P),01\17 to 05\08,ETB 1020,NonTraditional Format Exclude and 3peat Exclusion
C,32415,CSCE,689,603,CS,3,SPTP:LAW POLICY CYBERSECURITY(Syllabus) ,TR,09:35 am to 10:50 am,6,6,0,Paula S. Dewitte (P),01\17 to 05\08,HRBB 126,NonTraditional Format Exclude and 3peat Exclusion
NR,32416,CSCE,689,604,CS,3,SPTP:HUMAN BEHAV ANALYTICS(Syllabus) ,MWF,10:20 am to 11:10 am,30,28,2,Theodora Chaspari (P),01\17 to 05\08,HRBB 126,NonTraditional Format Exclude and 3peat Exclusion
NR,32420,CSCE,689,605,CS,3,SPTP:INTRO MODERN CRYTOGRAPHY(Syllabus) ,TR,03:55 pm to 05:10 pm,25,17,8,Juan Garay (P),01\17 to 05\08,HRBB 126,NonTraditional Format Exclude and 3peat Exclusion
NR,32421,CSCE,689,606,CS,3,SPTP:SECURITY & PRIVACY IOT(Syllabus) ,MWF,03:00 pm to 03:50 pm,25,11,14,Reyhaneh Safavi to Naeini (P),01\17 to 05\08,HRBB 126,NonTraditional Format Exclude and 3peat Exclusion
NR,32422,CSCE,689,607,CS,3,SPTP:CLOUD COMPUTING (Syllabus) ,MW,05:45 pm to 07:00 pm,50,47,3,"Dilma Da Silva (P), Mahima Agumbe Suresh",01\17 to 05\08,HRBB 113,NonTraditional Format Exclude and 3peat Exclusion
NR,32564,CSCE,689,608,CS,3,SPTP:FUND OF SOFTWARE ANAYLSIS(Syllabus) ,TR,03:55 pm to 05:10 pm,25,14,11,Shaoming Huang (P),01\17 to 05\08,THOM 107A,NonTraditional Format Exclude and 3peat Exclusion
C,32760,CSCE,689,609,CS,3,SPTP:DATA VISUALIZATION (Syllabus) ,TR,02:20 pm to 03:35 pm,15,16, to 1,Eric D. Ragan (P),01\17 to 05\08,ARCC 305,NonTraditional Format Exclude and 3peat Exclusion
NR,32999,CSCE,689,610,CS,3,SPTP:MOD & CON OF REDUN ROB(Syllabus) ,TR,09:35 am to 10:50 am,10,1,9,Seok Chang Ryu (P),01\17 to 05\08,ENPH 206,NonTraditional Format Exclude and 3peat Exclusion
C,33263,CSCE,689,698,CS,3,SPTP: ADV DESIGN VERIFICATION(Syllabus) ,WEB,WEB,45,51, to 6,Michael D. Quinn (P),01\17 to 05\08,WEB,NonTraditional Format Exclude and 3peat Exclusion
NR,32423,CSCE,689,700,CS,3,SPTP:CLOUD COMPUTING (Syllabus) ,WEB,WEB,30,3,27,"Dilma Da Silva (P), Mahima Agumbe Suresh",01\17 to 05\08,WEB,Distance Education and NonTraditional Format Exclude and 3peat Exclusion
C,30048,CSCE,691,582,CS,1 23 2018,RESEARCH ,NA,TBA,1,1,0,Dilma Da Silva (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,29809,CSCE,691,583,CS,1 23 2018,RESEARCH ,NA,TBA,8,6,2,Eric D. Ragan (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,23140,CSCE,691,600,CS,1 23 2018,RESEARCH ,NA,TBA,4,2,2,Duncan Walker (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
C,23034,CSCE,691,601,CS,1 23 2018,RESEARCH ,NA,TBA,5,5,0,Shaoming Huang (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13140,CSCE,691,603,CS,1 23 2018,RESEARCH ,NA,TBA,15,5,10,Andrew Kerne (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13143,CSCE,691,605,CS,1 23 2018,RESEARCH ,NA,TBA,20,2,18,Dmitri Loguinov (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,23141,CSCE,691,606,CS,1 23 2018,RESEARCH ,NA,TBA,4,3,1,Timothy A. Davis (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,25340,CSCE,691,607,CS,1 23 2018,RESEARCH ,NA,TBA,42,14,28,Xia Hu (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13151,CSCE,691,608,CS,1 23 2018,RESEARCH ,NA,TBA,11,7,4,Radu Stoleru (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,25446,CSCE,691,610,CS,1 23 2018,RESEARCH ,NA,TBA,10,7,3,Ruihong Huang (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13155,CSCE,691,611,CS,1 23 2018,RESEARCH ,NA,TBA,10,6,4,Dezhen Song (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,18436,CSCE,691,612,CS,1 23 2018,RESEARCH ,NA,TBA,15,4,11,Daniel A. Jimenez (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,25649,CSCE,691,613,CS,1 23 2018,RESEARCH ,NA,TBA,8,5,3,Francis K. Quek (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,26040,CSCE,691,614,CS,1 23 2018,RESEARCH ,NA,TBA,4,2,2,Bruce S. Gooch (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13156,CSCE,691,616,CS,1 23 2018,RESEARCH ,NA,TBA,10,7,3,Ricardo Gutierrez to Osuna (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
NR,13157,CSCE,691,617,CS,1 23 2018,RESEARCH ,NA,TBA,10,1,9,Jaakko Jarvi (P),01\17 to 05\08,TBA,NonTraditional Format Exclude and 3peat Exclusion and YIRS
